time,sender_id,telephone_number_type,original_network_name,original_network_country,text,translation,language,url_shortener,named_entity,scam_type,lure_principles
Monday 23 January 2023,phone number,MOBILE,BSNL MOBILE,IND,Dear customer your YONO SBI account will be blocked. Please update your PANCARD and complete your KYC. Click here <URL>,,English,bitly.ws,State Bank of India,banking,"authority,need and greed,time/urgency"
Today 12:16 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI Customer Your SBI YONO Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link <URL> THANK YOU SBI,,English,t.ly,State Bank of India,banking,"authority,time/urgency"
Today 2:52 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear Customer your SBI BANK A/C will be blocked <DATE_TIME> please update your PAN number follow the link <URL> Thank You,,English,bit.do,State Bank of India,banking,"authority,time/urgency"
6:01 pm,phone number,MOBILE,BSNL MOBILE,IND,Dear customer your ICICI A/C will be suspended <DATE_TIME> due to incomplete KYC immediately pls update your PAN card Click Here <URL>,,English,,ICICI Bank,banking,"authority,time/urgency"
3:43 pm Tuesday 6 December,phone number,MOBILE,Reliance Jio,IND,Dear Customer Your HDFC Credit Card Reward Point Worth Rs.4987 will expire <DATE_TIME> Kindly Redeem your point in Cash Click here <URL>,,English,,HDFC Bank,banking,"authority,need and greed,time/urgency"
04:29,phone number,MOBILE,Vodafone,AUS,Linkt: Take action before the payment due date to avoid further costs at <URL>,,English,,linkt,others,"authority,time/urgency"
,,,,,S'ha detectat un inici de sessio des de ALEMANYA si no ho reconeix verifiqui immediatament: <URL>,A login has been detected from <LOCATION> if you do not recognize it verify immediately: <URL>,Catalan,,,others,"authority,time/urgency"
Monday 6:42 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear user Your SBI YONO account has been blocked ! <DATE_TIME> Please update your Pan Card,,English,shrtco.de,State Bank of India,banking,"authority,time/urgency"
,,,,,<LOCATION> paczka została wstrzymana <NRP> tytułu niedopłaty 0.23 PLN. Przepraszamy za utrudnienia. Prosimy uregulować należność: <URL>,Your parcel has been held due to an underpayment of 0.23 PLN. We apologize for the inconvenience. Please settle the amount: <URL>,Polish,,,delivery,time/urgency
12:57,phone number,MOBILE,O2 (UK),GBR,"SANTANDER: ""£249.32"" to MR <NAMED_ENTITY>. To cancel: <URL>",,English,,Santander Bank,banking,"authority,time/urgency"
10:52,,,,,LINKT: You have a toll trip on <DATE_TIME> was not charged promptly. Check details via  Reminder from <NAMED_ENTITY>: You have an overdue tollway bill on <DATE_TIME>. Pay NOW to save up the late fees.,,English,," transurban,linkt",others,"authority,time/urgency"
Tue Aug 22 2:53 PM,,,,,"Hey <NAMED_ENTITY>! Thanks for texting SCRATCH to receive <DATE_TIME> Scratch-it deals from us. Reply ""STOP"" to opt out anytime.  Here's your first Scratch-it to get you started enjoy!",,English,bitly.com,,spam,
Today 23:14,,,,,Your email is no longer confirmed to avoid a restricted account follow instructions at: <URL>,,English,,,others,"authority,time/urgency"
16:37,,,,,<NAMED_ENTITY> ha <NAMED_ENTITY> temporalmente por razones de seguridad para reactivarla actualice <NAMED_ENTITY> <URL>,Your card has been temporarily limited for security reasons to reactivate it update your information here <URL>,Spanish,,BBVA,banking,"authority,time/urgency"
Today 11:07,,,,,Your Etarget Limited parcel is due <DATE_TIME> between 12:22pm-4:22pm. View delivery options at <LOCATION>,,English,,etarget limited,delivery,"authority,time/urgency"
16:03,phone number,MOBILE,BSNL MOBILE,IND,Alert Dear Customer Your ICICI BANK Account Will Be Blocked <DATE_TIME> please Immediately Update Your Pan Card Number Thank You Open ICICI BANK.apk,,English,,ICICI Bank,banking,"authority,time/urgency"
11:23 AM,,,,,Please complete your KYC verification process to continue using SBI YONO services. Your cooperation is highly appreciated. <NRP> Thank you,,English,shrtco.de,State Bank of India,banking,"authority,time/urgency"
Today 11:20,phone number,MOBILE,Optus,AUS,myGov: Your account information is inaccurate. Update your details via <URL> to avoid account suspension permanently,,English,,mygov,government,"authority,time/urgency"
11:34 AM,phone number,MOBILE,Sprint,USA,"SALTIN Y DUALES te FELICITA por ser el ""GANADOR"" de un ""MAZDA6 SKYACTIV"" MDL.2018 CODIGO:8766 'COMUNICATE YA! INF:<PHONE_NUMBER> INF:<US_BANK_NUMBER> GANASTE.","SALTIN Y DUALES congratulates you for being the ""WINNER"" of a ""MAZDA6 SKYACTIV"" MDL.2018 CODE:8766 'COMMUNICATE NOW! INFO:<PHONE_NUMBER> INFO:<US_BANK_NUMBER> YOU WON.",Spanish,,saltin y duales,spam,"need and greed,time/urgency"
11:00 am Saturday 18 February,phone number,MOBILE,BSNL MOBILE,IND,DEAR SBI YONO USER YOUR A/C HAS BEEN BLOCKED <DATE_TIME>. PLEASE UPDATE PAN CARD FOR EKYC THROUGH NETBANKING. click here.,,English,t.ly,State Bank of India,banking,"authority,time/urgency"
07:52,phone number,MOBILE,SFR,FRA,Netflix: Le prélèvement automatique de votre abonnement a échoué. Connectez vous pour mettre à jour vos informations via:,Netflix: The automatic debit of your subscription has failed. Log in to update your information via:,French,,Netflix,others,"authority,time/urgency"
3:18 PM,,,,,<US_DRIVER_LICENSE> is your One-Time Password valid for <DATE_TIME> only. Please do not share your <NAMED_ENTITY> with anyone. Thank you for shopping at <URL>.,,English,,netmeds.com,others,time/urgency
,,,,,We have identified unusual activity on your account. Please log in via this link to secure your account.,,English,,,banking,"authority,distraction,time/urgency"
Sun 18 June 01:28,,,,,Hey it’s [name] from twitter Could I ask an urgent favour please?,,English,,twitter,others,"kindness,time/urgency"
Today 03:06,phone number,MOBILE,EE Limited (T-Mobile),GBR,My3: Your services will be terminated in <DATE_TIME> as we were unable to take payment. Please visit <URL> to avoid termination of services.,,English,,three,telecom,"authority,time/urgency"
14:29,phone number,BAD_FORMAT,,,Dear SBI Customer Your SBI Y0N0 Account has been Suspended <DATE_TIME> please Update Your PAN Card number Click here link <URL> THANK YOU SBI,,English,,State Bank of India,banking,"authority,time/urgency"
Today 11:59 AM,,,,,Dear SBI user your SBI YONO Account has been blocked please update your PAN CARD click here login your net banking update your PAN number,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
hoy 3:20 p.m.,,,,,Bancolombia: <LOCATION> por 219.328 en RAPPI COMPRA el <DATE_TIME>. <NAMED_ENTITY>.,"Bancolombia: Registration for 219,328 at RAPPI PURCHASE on <DATE_TIME>. If you do not recognize or wish to cancel this process click here.",Spanish,t.co,Bancolombia,banking,"authority,time/urgency"
04:26,phone number,BAD_FORMAT,,,PEOPLE DEMOCRATIC PARTY (PDP)!!! SEND ACCOUNT (FCMB KEYSTONE) TO RECEIVE #75000 FROM ATIKU ABUBAKAR EMPOWERMENT CALL <PHONE_NUMBER> TO RECEIVE,,English,," atiku abubakar,people democratic party pdp",others,"authority,need and greed"
Today 2:50 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear Customer Your SBI Bank account will be suspend  <DATE_TIME> please click here to link and update your Pan no immediately,,English,is.gd,State Bank of India,banking,"authority,time/urgency"
,,,,,IRS y la Cumbre de Seguridad lo instan a tener cuidado con los estafadores que juegan a cupido.,IRS and the Security Summit urge you to be careful with scammers playing cupid.,Spanish,,IRS,government,"authority,distraction"
15/07 at 10:16:51,,,,,Confirmation: You set up a new recipient on 15/07 at 10:16:51 from account ending 3568. If this was not you please call <US_BANK_NUMBER> or <PHONE_NUMBER> from abroad.,,English,,,banking,"authority,time/urgency"
Today 11:55 AM,,,,,Dear Customer Your SBI Yono Account is disabled. Please click the link to update your PAN Number. Link <URL>,Dear Customer Your SBI Yono Account is disabled. Please click the link to update your PAN Number. Link <URL>,English,,State Bank of India,banking,"authority,time/urgency"
17:18 Monday 1 May,,,,,Your Order No. IXD415223500267 with RRL is Processed. Click on the link <URL> to Download invoice.,,English,,rrl,delivery,authority
Yesterday · 6:12 pm,phone number,BAD_FORMAT,,,<URL>,,English,,sbibank,banking,"authority,time/urgency"
12:05 AM,phone number,MOBILE,BSNL MOBILE,IND,Dear Customer Your SBI Account will be Close Today Click here on the Link To Update Your PAN CARD Number <URL> SBI Team,,English,bit.do,State Bank of India,banking,"authority,time/urgency"
09:01,,,,,Crit'Air : <NRP> agents ont constaté que votre véhicule n'était pas muni de la vignette réglementaire Crit'Air 2023 veuillez la récupérer sous peine de contravention dans les prochaines 48 h  sur le <NAMED_ENTITY>-joint :,Crit'Air: Our agents have noted that your vehicle does not have the mandatory Crit'Air 2023 sticker. Please obtain it within <DATE_TIME> via the attached link to avoid a fine.,French,,critair,government,"authority,time/urgency"
Today 18:19,,,,,Hi <NAMED_ENTITY> just a quick reminder that we're at <LOCATION> in <LOCATION> <DATE_TIME> between 9.30am and 4.30pm. Get one-to-one help and support with how to bank digitally ways to manage the increased cost of living and much more. There's no cash service but visit us for a chat or search 'Barclays finder' to book an appointment. Your Barclays team,,English,,Barclays,banking,authority
03/04/2023 18:00,phone number,BAD_FORMAT,,,<LOCATION>: notifica cupo de libre inversion pre-aprobado. Para desembolsar valide sus datos:,"BANCOLombia: Notifies pre-approved free investment quota. To disburse, validate your data:",Spanish,t.co,Bancolombia,banking,"authority,time/urgency"
10:25,,,,,Dear Customer to confirm your mobile number for ICICI bank Credit Card Application Please enter the verification code <US_DRIVER_LICENSE> in your application form.,,English,,ICICI Bank,banking,"authority,time/urgency"
Today 9:10 PM,phone number,MOBILE,BSNL MOBILE,IND,Dear SBI user Your YONO Account will be blocked <DATE_TIME>. Please click on the link to update your PAN CARD Number <URL>,,English,rb.gy,State Bank of India,banking,"authority,time/urgency"
14:13,phone number,MOBILE,BSNL MOBILE,IND,Dear Customer Your SBI Netbanking Account will be Suspended by <DATE_TIME>. please Update your PANCARD now,,English,t.ly,State Bank of India,banking,"authority,time/urgency"
,,,,,Tap the link to read the updated policy.,,English,,,others,
12:46 pm,,,,,Order Update: Please give the Cancellation code 2566 for order SF561595932FPL to the partner ONLY when they are at the doorstep - Shadowfax,,English,,shadowfax,delivery,authority
21:20,,,,,Your Binance withdrawal code: <US_DRIVER_LICENSE>. If this was not generated by you cancel here immediately: <URL>,,English,,Binance,banking,"authority,time/urgency"
3:59 pm,,,,,Dear Customer YOUR SBI YONO Acc HOLD. <DATE_TIME> due to e-kyc Failure Update your pan card immediatelylink- <URL> thanks zosto sandns,,English,bit.do,State Bank of India,banking,"authority,time/urgency"
29/10/2021 Tue 17:41,,,,,Dear A Sai Job Offer CTC: 5-55 Lacs; <DATE_TIME> to apply <DATE_TIME> to <URL> and apply now. Team Shine,,English,,shine,spam,"authority,need and greed,time/urgency"
Saturday 18 February 1:46 pm,phone number,BAD_FORMAT,,,Dear Customer your SBI YONO NET BANKING and Account Will be Suspended Today Please <NAMED_ENTITY> now visit the link <URL>,,English,,State Bank of India,banking,"authority,time/urgency"
Sun 11:25PM,phone number,BAD_FORMAT,,,Dear SBI USER A/C will be blocked <DATE_TIME> Update PANCARD for KYC Verify login <NAMED_ENTITY>. with_Netbanking Click,,English,,State Bank of India,banking,"authority,time/urgency"
Today 5:00 am,phone number,MOBILE,Vodafone,AUS,<NAMED_ENTITY>: You have an toll trip marked as UNPAID due to E-tag scanning failed. Please visit: <URL> check available payment methods.,,English,,linkt,others,"authority,need and greed,time/urgency"
11:07,phone number,MOBILE,Sky UK Limited,GBR,SANTANDER: A payment of £310.00 to the merchant 'HiSmile' has been completed. If this purchase WASN'T you reply 'N' and if this was you reply 'Y' to <PHONE_NUMBER>,,English,,Santander Bank,banking,"authority,time/urgency"
Today 4:39 PM,phone number,MOBILE,Reliance Jio,IND,Dear Customer your Paytm 'Account will be suspended by <DATE_TIME> please.Update your. PANCARD Click here link~,,English,short.gy,Paytm,banking,"authority,time/urgency"
20:11,phone number,MOBILE,Reliance Jio,IND,Notification ! Dear Consumer Your Electricity power will be disconnected. <DATE_TIME> at <DATE_TIME> from electricity office. because your <DATE_TIME> bill was not updated Please immediately contact with our electricity officer <PHONE_NUMBER> Thank you.,,English,,,others,"authority,time/urgency"
Today 3:48 PM,phone number,MOBILE,AirTel,IND,Dear Customer your HDFC bank Debit Credit card has been blocked <DATE_TIME> please update your pan card immediately click link and update,,English,,HDFC Bank,banking,"authority,time/urgency"
,,,,,AGENCIA TRIBUTARIA: Os ha calificado para un reembolso de impuestos de (45000€). Verifica los datos en la página web:,TAX AGENCY: You have been qualified for a tax refund of (€45000). Verify the data on the website:,Spanish,,Agencia Tributaria,government,"authority,need and greed"
19:13,,,,,Dear Customer your HDFC reward points worth Rs.9867 expired <DATE_TIME> kindly redeem your points in cash by click here,,English,tinyurl.com,HDFC Bank,banking,"authority,need and greed,time/urgency"
14:39,phone number,MOBILE,Movistar,ESP,AGENCIA TRIBUTARIA: Has <NAMED_ENTITY> para un reembolso de impuestos por valor de (450€) solicitado de manera inmediata a través del siguiente enlace: <URL>,TAX AGENCY: You have been qualified for a tax refund worth (450€) requested immediately through the following link: <URL>,Spanish,,Agencia Tributaria,government,"authority,need and greed,time/urgency"
,,,,,Msg text for Hi mum/ Hi dad / Number ❤️ #Feedback from customer !! Guaranteed delivery. No blockage. Can send 200k per day ! If your text is containing numbers instead of links !!,,English,,,spam,need and greed
11:16 AM,,,,,<NAMED_ENTITY> it's <NAMED_ENTITY>! Will you join me in <LOCATION> for my Women for <NAMED_ENTITY> town hall on <DATE_TIME>? RSVP <DATE_TIME>: <URL>,,English,,nikki haley,others,"authority,herd,time/urgency"
Friday,phone number,BAD_FORMAT,,,<LOCATION>: Your last payment didn't go through. To avoid disconnection visit...,,English,,electric ireland,telecom,"authority,time/urgency"
Mon 02:01,phone number,BAD_FORMAT,,,DEAR SBI USER Your A/C has been blocked <DATE_TIME>. Update PANCARD for KYC with login netbanking click here link,,English,tinyurl.com,State Bank of India,banking,"authority,time/urgency"
Today 7:40 AM,phone number,MOBILE,AirTel,IND,Dear Customer SBI Your YONO Account Will be blocked <DATE_TIME> please update your PAN Card details via given link.,,English,shrtco.de,State Bank of India,banking,"authority,time/urgency"
